ASS_NR,VRS_NR,GlobalID/IFOPT,H_Name,H_Provgem,H_ProvOrt,H_KOORX,H_KOORY
8426,53259,de:05382:53259,Landgraben,Bornheim,Mitte,2569764,5625997
8427,93698,de:05120:12093,Intzeplatz,Remscheid,Remscheid,2585129,5671757
8428,93646,de:05120:12175,Struck,Remscheid,Bliedinghausen,2585655,5670922
8429,93644,de:05120:12008,Augustplatz,Remscheid,Bliedinghausen,2585318,5671222
8430,35345,de:05378:35345,Offermannsheide,K?rten,Biesfeld,2588783,5652102
8431,35344,de:05378:35344,Engeldorf,K?rten,Biesfeld,2588156,5652399
8432,35343,de:05378:35343,H?hn Abzw.,K?rten,Hufe,2587054,5653486
8433,35342,de:05378:35342,Hufe,K?rten,Biesfeld,2587242,5653886
8434,35341,de:05378:35341,Am Domberg Abzw.,K?rten,Biesfeld,2587377,5654159
8435,41660,de:05374:41660,Krankenhaus,Radevormwald,Mitte,2594654,5674643
8436,63152,de:05314:63152,Witterschlicker Str.,Bonn,Duisdorf,2573828,5620339
8437,64513,de:05314:64513,An der Josefsh?he,Bonn,Auerberg,2576355,5624770
8438,64576,de:05314:64576,Insterburger Str.,Bonn,Auerberg,2575459,5625049
8439,67676,de:05314:67676,Kantstr.,Bonn,Heiderhof,2582177,5614694
8441,45564,de:05374:45564,Parsifalstr.,Wiehl,Mitte,2608477,5647565
8442,58465,de:05382:58465,Seelscheid Schule,Neunkirchen-Seelscheid,Seelscheid,2593023,5638375
8444,53266,de:05382:53266,M?hlenstr.,Bornheim,Mitte,2569529,5625818
8446,53156,de:05382:53156,Europaschule,Bornheim,Mitte,2570633,5625777
8447,51736,de:05382:51736,Berkum Schulzentrum,Wachtberg,Berkum,2580206,5610815
8449,93539,de:05122:13748,Burg Rathaus,Solingen,Burg,2580400,5667427
8450,58396,de:05382:58396,Hammerschb?chel,Lohmar,Donrath,2586788,5637961
8455,29162,de:05158:19344,Steinstr.,Monheim am Rhein,Mitte,2562263,5662633
8468,89779,de:05362:89779,Sittarder Hof,Elsdorf,Berrendorf,2541789,5641921
8471,65515,de:05314:65515,Limperich Nord,Bonn,Limperich,2579970,5622270
8476,81336,de:05362:81336,Kapellenweg,Pulheim,Stommelerbusch,2554544,5656791
8477,83989,de:05362:83989,TV-Studios,H?rth,Kalscheuren,2563905,5638403
8478,81184,de:05362:81184,Albrecht-D?rer-Str.,Pulheim,Mitte,2556626,5652916
8479,81185,de:05362:81185,Steinstr.,Pulheim,Mitte,2556112,5651741
8480,81186,de:05362:81186,Escherstr./Fuchspfad,Pulheim,Mitte,2557304,5652598
8481,81187,de:05362:81187,St?ckheimer Str./Orrer Str.,Pulheim,Mitte,2556702,5651682
8482,81188,de:05362:81188,Unterster Weg/Schlehenweg,Pulheim,Mitte,2555706,5652393
8483,81189,de:05362:81189,Von-Humboldt-Str.,Pulheim,Mitte,2557489,5651573
8484,81190,de:05362:81190,Zur Alten Wasserm?hle,Pulheim,Mitte,2556519,5651212
8485,81878,de:05362:81878,Auf der Insel/Von-Werth-Str.,Pulheim,Brauweiler,2555277,5647880
8486,81879,de:05362:81879,Ehrenfriedstr./Von-Werth-Str.,Pulheim,Brauweiler,2554919,5647832
8487,81880,de:05362:81880,Friedhofsweg/Kurf?rstenstr.,Pulheim,Brauweiler,2554541,5647375
8488,81883,de:05362:81883,Richezastr./Am Bergerhof,Pulheim,Brauweiler,2555239,5647020
8489,81951,de:05362:81951,Ezzostr./Am Forsthaus,Pulheim,Dansweiler,2553594,5646959
8490,81952,de:05362:81952,Friedenstr./Eisenacher Str.,Pulheim,Dansweiler,2553781,5647532
8491,81782,de:05362:81782,Martinstr./Flurweg,Pulheim,Sinthern,2554531,5649459
8492,81783,de:05362:81783,Quellenweg/Manstedtener Str.,Pulheim,Sinthern,2554464,5649294
8493,81784,de:05362:81784,Wacholderweg/Buchenweg,Pulheim,Sinthern,2555156,5649154
8494,81785,de:05362:81785,Lupinenweg/Frechener Str.,Pulheim,Geyen,2555596,5649589
8495,81786,de:05362:81786,Nellesweg/R?merfeldstr.,Pulheim,Geyen,2555242,5650268
8496,81278,de:05362:81278,Am Eggershof/August-Imhoff-Str.,Pulheim,Sinnersdorf,2558080,5654630
8497,81279,de:05362:81279,Rurstr./Peter-Wolff-Str.,Pulheim,Sinnersdorf,2557635,5654111
8498,81280,de:05362:81280,Wupperstr./Chorbuschstr.,Pulheim,Sinnersdorf,2557083,5655057
8499,81482,de:05362:81482,Auf der H?he/Bergstr.,Pulheim,Stommeln,2553417,5654701
8500,81483,de:05362:81483,Bolander Weg/Bruchstr.,Pulheim,Stommeln,2553114,5655651
8501,81484,de:05362:81484,Zum Geyener Kreuz/Zum Ommelstal,Pulheim,Stommeln,2553679,5653535
8502,85294,de:05362:85294,Schwingeler Hof,Wesseling,Keldenich,2568746,5631154
8503,81843,de:05362:81843,Erfurter Str.,Pulheim,Brauweiler,2554802,5648094
8504,64554,de:05314:64554,Collegium Josephinum,Bonn,Auerberg,2576187,5624350
8505,82754,de:05362:82754,Am Bellerhammer,Frechen,Grube Carl,2555424,5641722
8506,64774,de:05314:64774,Werftstr.,Bonn,Graurheindorf,2576842,5625184
8507,64512,de:05314:64512,Auerberger Mitte,Bonn,Auerberg,2576031,5624969
8508,98838,de:07131:080231,Br?hlingen Abzw.,H?MMEL,Br?hlingen,2554822,5594229
8509,98837,de:07131:080232,Falkenberg,H?MMEL,Falkenberg,2554802,5593521
8510,98836,de:07131:080233,Burscheid,H?MMEL,H?mmel,2554726,5592604
8511,98835,de:07131:080227,Spielplatz,H?MMEL,H?mmel,2555262,5592054
8512,98834,de:07131:080280,Wennefelder M?hle,WERSHOFEN,Wershofen,2556291,5591919
8513,98833,de:07131:080265,Ohlenhard Kirche,OHLENHARD,Ohlenhard,2554630,5589949
8514,98832,de:07131:080278,Dorfplatz,WERSHOFEN,Wershofen,2557764,5590104
8515,98831,de:07131:080279,Kommerweg,WERSHOFEN,Wershofen,2558151,5590201
8516,98845,de:07131:080234,Heistert,H?MMEL,Heistert,2558337,5592527
8517,98844,de:07131:080237,Pitscheid,H?MMEL,Pitscheid,2559028,5592233
8518,98843,de:07131:080236,Am Eichenb?schchen,H?MMEL,Marthel,2557732,5592573
8519,98842,de:07131:080229,Blindert Abzw.,H?MMEL,Blindert,2556982,5593573
8520,98841,de:07131:080230,Br?hlingen Ort,H?MMEL,Br?hlingen,2555950,5594003
8521,78239,de:05366:78239,Clara-Fey-Gymnasium,Schleiden,Mitte,2534311,5599767
8522,23343,de:05316:23343,Zauberkuhle,Leverkusen,Biesenbach,2573750,5660133
8523,78643,de:05366:78643,Neuhof I,Hellenthal,Udenbreth,2529037,5586412
8524,78644,de:05366:78644,Luxemburger Str.,Hellenthal,Hollerath,2527751,5591101
8525,74153,de:05366:74153,R?merbad,Z?lpich,Mitte,2545864,5617268
8526,98334,de:07131:080095,Wendeschleife,REMAGEN,Oedingen,2582532,5608338
8527,72169,de:05366:72169,Trierer Str.,Euskirchen,Mitte,2554818,5614265
8528,72166,de:05366:72166,Hofpfad,Euskirchen,Mitte,2554925,5614027
8529,72167,de:05366:72167,Brandenburger Str.,Euskirchen,Mitte,2554697,5615073
8530,72163,de:05366:72163,Monschauer Str.,Euskirchen,Mitte,2554439,5614791
8531,55731,de:05382:55731,S?darkaden,Sankt Augustin,Mitte,2583887,5627848
8532,72164,de:05366:72164,Klevische Str.,Euskirchen,Mitte,2555775,5615017
8533,72171,de:05366:72171,Erftstadion,Euskirchen,Mitte,2556620,5614585
8534,72172,de:05366:72172,Philipp-Reis-Str.,Euskirchen,Mitte,2555913,5613046
8535,88183,de:05362:88183,Kopernikusstr.,Bergheim,Paffendorf,2542664,5646853
8536,72165,de:05366:72165,Boenerstr.,Euskirchen,Mitte,2555705,5612785
8537,72161,de:05366:72161,Lindenweg,Euskirchen,Mitte,2554754,5613276
8538,72168,de:05366:72168,Friedrichsruh,Euskirchen,Mitte,2555874,5615376
8539,72936,de:05366:72936,Kessenich,Euskirchen,Kessenich,2556127,5616171
8540,71743,de:05366:71743,Bodenheim,Weilerswist,Lommersum,2556509,5618289
8541,55740,de:05382:55740,Europaring.,Sankt Augustin,M?lldorf,2583665,5628195
8542,57171,de:05382:57171,BGA,Hennef,Mitte,2590302,5626401
8543,79535,de:05366:79535,Lommersdorf Gossen,Blankenheim,Lommersdorf,2552727,5586663
8544,55945,de:05382:55945,Boschstr.,Sankt Augustin,Menden,2581885,5628655
8545,68716,de:05314:68716,Bonner Bogen,Bonn,Ramersdorf,2581187,5621235
8546,57172,de:05382:57172,Blocksberg,Hennef,Mitte,2590993,5626523
8547,57283,de:05382:57283,Im Wingert,HENNEF,Allner,2591529,5628334
8548,57288,de:05382:57288,Alter Weg,Hennef,Br?l,2593536,5629001
8549,74541,de:05366:74541,?lpenich,Z?lpich,?lpenich,2549358,5615794
8550,74542,de:05366:74542,L?venicher Weg,Z?lpich,?lpenich,2547863,5616248
8551,74139,de:05366:74139,Z?lpich Gymnasium,Z?lpich,Mitte,2546355,5617577
8552,74156,de:05366:74156,Victor Rolff,Z?lpich,Mitte,2545116,5618624
8553,74944,de:05366:74944,Flimm,Z?lpich,Geich,2544791,5619055
8554,74943,de:05366:74943,Schneider,Z?lpich,Geich,2544359,5618936
8555,74942,de:05366:74942,F?ssenich Kloster,Z?lpich,F?ssenich,2544092,5618819
8556,74941,de:05366:74941,Jugendheim,Z?lpich,F?ssenich,2543780,5618680
8557,74940,de:05366:74940,Bonn,Z?lpich,F?ssenich,2543423,5618640
8558,74836,de:05366:74836,Langendorf,Z?lpich,Langendorf,2543594,5615719
8559,74842,de:05366:74842,Wildenburg,Z?lpich,B?rvenich,2542467,5613659
8560,74841,de:05366:74841,Lager,Z?lpich,B?rvenich,2542237,5613475
8561,74831,de:05366:74831,Eppenich,Z?lpich,B?rvenich,2541657,5614341
8562,74931,de:05366:74931,Juntersdorf Ort,Z?lpich,Juntersdorf,2542877,5617254
8563,74932,de:05366:74932,Juntersdorf Bahnhof,Z?lpich,Juntersdorf,2542568,5617349
8564,74152,de:05366:74152,Bessenich,Z?lpich,Mitte,2546365,5619932
8565,74151,de:05366:74151,Bergheimer Str.,Z?lpich,Mitte,2546629,5618636
8566,58325,de:05382:58325,Im Brannenfeld,Lohmar,Honrath,2587184,5643620
8567,78272,de:05366:78272,I P Walberhof (B266),Schleiden,Vogelsang,2531011,5603656
8568,78271,de:05366:78271,Sauerm?hle,Schleiden,Morsbach,2528895,5604432
8569,78150,de:05366:78150,D?rener Str.,Schleiden,Gem?nd,2535481,5604651
8570,29199,de:05158:19839,Ecolab,Monheim am Rhein,Mitte,2563373,5664597
8571,58327,de:05382:58327,Auf dem Schmittenfeld,Lohmar,Honrath,2587256,5643520
8572,78151,de:05366:78151,Wolfgarten Ort,Schleiden,Wolfgarten,2535173,5606241
8573,78276,de:05366:78276,Haus Kermeter,SCHLEIDEN,Wolfgarten,2533229,5608432
8574,74155,de:05366:74155,Maus,Z?lpich,Hoven,2545386,5616894
8575,93940,de:05122:13819,Wald Kirche,Solingen,Wald,2572781,5672535
8576,52145,de:05382:52145,Parkplatz D?tzhof,Swisttal,Heimerzheim,2565802,5621643
8577,48438,de:05374:48438,FCGB-Schule,Gummersbach,Steinenbr?ck,2608765,5655232
8578,66632,de:05314:66632,Rheinaue Parkrestaurant,Bonn,Hochkreuz,2580591,5619929
8579,66633,de:05314:66633,Rheinaue S?d,BONN,Hochkreuz,2581237,5619373
8580,84660,de:05362:84660,Kierberger Str./Bf Kierberg,Br?hl,Kierberg,2562686,5633857
8581,93388,de:05122:13029,An den Eichen,Solingen,Aufderh?he,2571539,5669245
8582,93389,de:05122:13838,Am Fr?hling,Solingen,Aufderh?he,2571514,5669504
8583,29167,de:05158:19864,Hellweg,Monheim am Rhein,Mitte,2563029,5663721
8584,93143,de:05158:19661,G?tscher Weg,Langenfeld,Richrath,2567226,5667573
8585,318870,de:05111:18870,Am Falder,D?sseldorf,D?sseldorf,2557508,5671601
8586,318826,de:05111:18826,Paulsm?hlenstr.,D?sseldorf,D?sseldorf,2561839,5670308
8587,75741,de:05366:75741,Urfey,Mechernich,Weyer,2545176,5601001
8588,57935,de:05382:57935,Golfplatz,Hennef,S?ven,2589927,5624798
8589,38462,de:05378:38462,Obersch?nrath (RVK),R?srath,Obersch?nrath,2585125,5640164
8591,23344,de:05316:23344,Zauberkuhle Wende,Leverkusen,Biesenbach,2573666,5660200
8592,72944,de:05366:72944,Von-Binsfeld-Str.,Euskirchen,Kessenich,2556142,5616376
8593,23345,de:05316:23345,Biesenbacher Weg,Leverkusen,Biesenbach,2573247,5659938
8594,75361,de:05366:75361,Satzvey,Mechernich,Satzvey,2549996,5609738
8596,72945,de:05366:72945,Theodor-Nie?en-Str.,Euskirchen,Kessenich,2556010,5615687
8597,72053,de:05366:72053,Emil-Fischer-Str.,Euskirchen,Mitte,2556664,5614224
8598,38465,de:05378:38465,Schiefelbusch,R?srath,Hoffnungsthal,2586337,5641311
8599,75438,de:05366:75438,Oberdorf,Mechernich,Berg,2541635,5610845
8600,34145,de:05378:34145,Wermelskirchen Grundschule Ost,Wermelskirchen,Mitte,2585961,5668236
8601,51143,de:05382:51143,Josef-Kreuser-Str.,Meckenheim,Mitte,2571943,5610174
8604,75363,de:05366:75363,Satzvey Turnhalle,Mechernich,Firmenich,2549565,5609604
8606,62131,de:05314:62131,Ollenhauerstr.,Bonn,Gronau,2579635,5620133
8607,62136,de:05314:62136,Heinrich-Br?ning-Str.,Bonn,Gronau,2579625,5620723
8609,53847,de:05382:53847,Kramersbruch,Alfter,Oedekoven,2572134,5620400
8611,91252,de:05358:4965,Stupp,Nideggen,Wollersheim,2540215,5615265
8612,91253,de:05358:4921,Embken Kirche,Nideggen,Embken,2540666,5616714
8613,91353,de:05358:6039,Landstr.,Vettweiss,Froitzheim,2540418,5619658
8614,91355,de:05358:6075,Vettwei? Markt,Vettweiss,Vettwei?,2542197,5622797
8615,91371,de:05358:6045,Gladbach,Vettweiss,Gladbach,2544827,5625235
8616,91378,de:05358:6029,Disternich,Vettweiss,Disternich,2547148,5622966
8617,91379,de:05358:6069,Sievernich Ort,Vettweiss,Sievernich,2547086,5621652
8622,21346,de:05316:21346,Hitdorfer Str.,Leverkusen,Rheindorf,2565937,5658021
8623,91265,de:05358:3395,Kloster Mariawald,Heimbach,Heimbach,2533981,5609267
8625,91262,de:05358:3397,Schwammenauel,Heimbach,Hasenfeld,2531504,5611689
8626,35242,de:05378:35242,H?henstr.,K?rten,Olpe,2590086,5658030
8628,91261,de:05358:3409,Heimbach Bf,Heimbach,Heimbach,2533536,5611307
8632,35243,de:05378:35243,Olpe Kirche,K?rten,Olpe,2590281,5657391
8633,53736,de:05382:53736,Roisdorfer Weg,Alfter,Mitte,2571520,5623282
8634,68748,de:05314:68748,Gemeinn?tzige Werkstatt,Bonn,Ramersdorf,2580669,5623220
8635,65144,de:05314:65144,Doktor-Weis-Platz,Bonn,Beuel,2579370,5623351
8636,52592,de:05382:52592,Weimarer Str.,Rheinbach,Mitte,2566511,5609846
8637,52593,de:05382:52593,Uhlandweg,Rheinbach,Mitte,2566930,5609732
8638,23140,de:05316:23140,Leimbacher Hof,Leverkusen,Schlebusch,2574326,5656069
8639,93642,de:05120:12259,Steinackerstr.,Remscheid,Bliedinghausen,2583888,5670144
8640,52594,de:05382:52594,L?nsweg,RHEINBACH,Mitte,2566979,5609947
8641,93787,de:05120:12343,Talsperre/Rastst?tte,Remscheid,Lennep,2586163,5669973
8642,34836,de:05378:34836,Industriestr.,Wermelskirchen,Mitte,2586909,5668448
8643,32243,de:05378:32243,?singhausener Str.,Burscheid,Hilgen,2579971,5662910
8645,35244,de:05378:35244,Im Hassel,K?rten,Olpe,2592311,5659418
8646,43734,de:05374:43734,Unterheiligenhoven,Lindlar,Mitte,2594821,5653065
8647,31844,de:05378:31844,Im Kleefeld,Bergisch Gladbach,Hebborn,2578927,5652365
8649,53937,de:05382:53937,Wilde Str.,Alfter,Witterschlick,2572274,5617396
8650,52596,de:05382:52596,Koenenweg,RHEINBACH,Mitte,2568085,5609944
8651,72174,de:05366:72174,J?licher Ring/Friedhof,Euskirchen,Mitte,2555060,5614956
8652,52597,de:05382:52597,Spickermannweg,RHEINBACH,Mitte,2567977,5609746
8653,93571,de:05122:13035,Kiebitzweg,Solingen,H?hscheid,2576053,5669201
8654,93573,de:05122:13734,B?lowplatz,Solingen,H?hscheid,2576645,5669908
8655,93572,de:05122:13036,Schlicker Weg,Solingen,H?hscheid,2576539,5669528
8656,52598,de:05382:52598,Ebereschenweg,RHEINBACH,Mitte,2567617,5609759
8657,91131,de:05334:5453,Simmerath Bushof,Simmerath,Simmerath,2521431,5608191
8658,32248,de:05378:32248,Raiffeisenplatz,Burscheid,Hilgen,2580963,5663677
8660,59642,de:05382:59642,Neuenhof,Ruppichteroth,Mitte,2604332,5633903
8661,59687,de:05382:59687,Mittelsaurenbach,Ruppichteroth,Mitte,2603054,5635941
8662,59655,de:05382:59655,Wirths,Ruppichteroth,Mitte,2604471,5636494
8663,59649,de:05382:59649,Heide 1,Ruppichteroth,Mitte,2604489,5634670
8664,91137,de:05334:5383,Einruhr,Simmerath,Einruhr,2526947,5605210
8665,59650,de:05382:59650,Heide 2,Ruppichteroth,Mitte,2604379,5634367
8667,78834,de:05366:78834,Schnorrenberg Abzw.,Hellenthal,Schnorrenberg,2531074,5587179
8668,93963,de:05122:13784,Mittelitter,Solingen,Wald,2572371,5673196
8669,92138,de:05162:20708,Am Hammerwerk,Grevenbroich,Grevenbroich,2540338,5661313
8670,23399,de:05316:23399,L?tzenkirchen Friedhof,Leverkusen,L?tzenkirchen,2574260,5659115
8671,23398,de:05316:23398,Theodor-Gierath-Str.,Leverkusen,L?tzenkirchen,2574014,5658734
8672,23397,de:05316:23397,Blankenburg,Leverkusen,L?tzenkirchen,2573818,5658675
8674,91289,de:05358:4961,Kreuz / Trierer Str.,Nideggen,Wollersheim,2539823,5615083
8675,91263,de:05358:3389,Wilder Kermeter,SCHLEIDEN,Wolfgarten,2531059,5608907
8676,72157,de:05366:72157,Uhlandstr.,Euskirchen,Mitte,2555034,5612930
8677,91362,de:05358:6063,Parktor,Vettweiss,M?ddersheim,2546887,5624164
8678,91361,de:05358:6061,M?ddersheim Kirche,Vettweiss,M?ddersheim,2546637,5624370
8679,91365,de:05358:6059,M?ddersheim Br?cke,Vettweiss,M?ddersheim,2546399,5624475
8680,91360,de:05358:6065,Ziegelei,Vettweiss,M?ddersheim,2545912,5624067
8681,91359,de:05358:6033,Mersheim,Vettweiss,Gladbach,2545397,5624513
8682,91358,de:05358:6057,L?xheim,Vettweiss,L?xheim,2544682,5626603
8683,57290,de:05382:57290,Happerscho? Grundschule,Hennef,Happerscho?,2592266,5630296
8685,88537,de:05362:88537,Jennerstr.,Bergheim,Fliesteden,2551816,5650896
8686,91364,de:05358:6037,Frangenheim,Vettweiss,Froitzheim,2539642,5621212
8687,91356,de:05358:6071,Soller,Vettweiss,Soller,2539116,5622244
8688,91354,de:05358:4479,Stockheim Sparkasse,Kreuzau,Stockheim,2537407,5624647
8689,88439,de:05362:88439,Am Wierichskamp,Bergheim,Glessen,2552883,5648675
8690,88237,de:05362:88237,Ahe Gemeinschaftsgrundschule,Bergheim,Ahe,2546521,5644146
8695,38232,de:05378:38232,Kleineichen Kirche,R?srath,Kleineichen,2581226,5642008
8696,98847,de:07131:080235,Marthel,H?MMEL,Marthel,2556694,5592353
8702,318237,de:05111:18230,Schadowstr.,D?sseldorf,D?sseldorf,2554765,5677149
8703,318970,de:05158:19306,Fritz-Gressard-Platz,Hilden,Hilden,2565010,5670773
8704,57366,de:05382:57366,Im Dorfgarten,Hennef,S?chterscheid,2597754,5624818
8705,29137,de:05158:19910,Siemensstr.,Monheim am Rhein,Mitte,2563138,5663331
8706,74340,de:05366:74340,Abzw. Niederelvenich,Z?lpich,Z?lpich,2550370,5618914
8707,76834,de:05366:76834,Bundesstr.,Nettersheim,Tondorf,2550629,5593277
8708,35147,de:05378:35147,Eulensiefen,K?rten,Mitte,2591212,5659234
8709,35148,de:05378:35148,H?cksbilstein,K?rten,Mitte,2591833,5659508
8710,35154,de:05378:35154,K?rten Kirche,K?rten,Mitte,2588612,5658395
8711,31269,de:05378:31269,Fachhochschule,Bergisch Gladbach,Gronau,2578875,5650418
8712,22175,de:05316:22175,Am Knechtsgraben,Leverkusen,Opladen,2571388,5660271
8713,23182,de:05316:23182,Neuenhausgasse,Leverkusen,Edelrath,2575300,5655741
8714,318236,de:05111:18269,Uni-Kliniken,D?sseldorf,D?sseldorf,2555245,5674179
8715,55896,de:05382:55896,Buschweg,Sankt Augustin,Hangelar,2581867,5624934
8716,29164,de:05158:19364,Lindenstr.,Monheim am Rhein,Mitte,2562841,5662655
8717,57399,de:05382:57399,Neuenhofer Str.,Hennef,Blankenberg,2596989,5625676
8718,92473,de:05162:20600,Henri-Dunant-Str.,Dormagen,Dormagen,2554795,5666149
8719,92680,de:05162:20726,H?lserweg,Grevenbroich,Wevelinghoven,2543002,5662830
8720,77136,de:05366:77136,Hallenbad,Kall,Mitte,2539283,5600201
8721,32444,de:05378:32444,?singhausener Str.,Burscheid,Mitte,2579684,5663045
8723,91172,de:05334:4875,Biesweg/Vennbad,Monschau,Monschau,2516425,5602052
8724,35238,de:05378:35238,Biesenbach,K?rten,Olpe,2591672,5658751
8725,35239,de:05378:35239,Holl,K?rten,Olpe,2591928,5658996
8726,91173,de:05334:4859,Flora,Monschau,Monschau,2517037,5603303
8727,52571,de:05382:52571,Bei den Birken,Rheinbach,Mitte,2567750,5610028
8728,52572,de:05382:52572,Eulenbach,Rheinbach,Mitte,2568173,5610573
8729,91175,de:05334:4849,Abzw. Kalterherberg,Monschau,Monschau,2516586,5601758
8730,52574,de:05382:52574,Glasfachschule/Stadthalle,Rheinbach,Mitte,2568008,5609645
8731,52575,de:05382:52575,Rodderfeld,Rheinbach,Mitte,2566459,5610532
8732,52576,de:05382:52576,Rosenstr.,Rheinbach,Mitte,2566135,5610505
8733,52577,de:05382:52577,Waldfriedhof,Rheinbach,Mitte,2566677,5609180
8734,52961,de:05382:52961,Scherbach,Rheinbach,Merzbach,2564780,5607616
8736,52963,de:05382:52963,Gro?schlebach,Rheinbach,Merzbach,2565184,5607867
8737,52999,de:05382:52999,Eichen,Rheinbach,Loch,2563724,5605621
8738,23396,de:05316:23396,Fasanenweg,Leverkusen,L?tzenkirchen,2573834,5658883
8739,23395,de:05316:23395,L?tzenkirchen Sportplatz,Leverkusen,L?tzenkirchen,2573607,5658975
8740,23394,de:05316:23394,Taubenweg,Leverkusen,L?tzenkirchen,2573275,5658868
8741,23393,de:05316:23393,Feldsiefer Wiesen,Leverkusen,Quettingen,2573076,5658917
8742,23392,de:05316:23392,Am Hagelkreuz,Leverkusen,Quettingen,2572875,5659333
8743,81194,de:05362:81194,M?belhaus Segm?ller,Pulheim,Mitte,2557217,5650401
8745,91313,de:05358:5036,Binsfeld Bf,N?rvenich,Binsfeld,2537646,5628973
8746,52843,de:05382:52843,Kannenb?ckerstr.,Rheinbach,Wormersdorf,2569753,5608335
8747,52965,de:05382:52965,Amselweg,Rheinbach,Merzbach,2566133,5607812
8748,52966,de:05382:52966,Bildungsst?tte,Rheinbach,Merzbach,2566215,5607319
8749,52967,de:05382:52967,Krahforst,Rheinbach,Merzbach,2564572,5607076
8750,52968,de:05382:52968,Todenfeld Kirche,Rheinbach,Todenfeld,2567206,5605058
8751,52969,de:05382:52969,Kleinschlebach,Rheinbach,Merzbach,2565487,5607590
8752,52970,de:05382:52970,Hilberather Str.,Rheinbach,Hilberath,2568274,5603671
8753,52971,de:05382:52971,Hubertusstr.,Rheinbach,Irlenbusch,2565490,5606724
8754,19688,de:05315:19688,An der Walkm?hle,K?ln,D?nnwald,2573623,5651715
8755,52557,de:05382:52557,Meckenheimer Str.,Rheinbach,Mitte,2568157,5610384
8756,16701,de:05315:16701,Blumenberg (S),K?ln,Blumenberg,2561948,5656157
8757,55159,de:05382:55159,AOK,Siegburg,Mitte,2585252,5630166
8758,55148,de:05382:55148,Zum Hohen Ufer,Siegburg,Mitte,2584811,5630146
8759,59634,de:05382:59634,Ruppichteroth Hallenbad,Ruppichteroth,Mitte,2605249,5635615
8760,46244,de:05374:46244,Niederbladersbach,Waldbr?l,Rossenbach,2609683,5636131
8761,54831,de:05382:54831,Spich Busbf,Troisdorf,Spich,2578625,5633024
8762,54768,de:05382:54768,R?merstr.,Troisdorf,Mitte,2582156,5631729
8763,54662,de:05382:54662,Akazienweg,Troisdorf,Kriegsdorf,2578041,5630428
8764,54863,de:05382:54863,Junkersring Abzw.,Troisdorf,Spich,2578229,5631766
8766,53938,de:05382:53938,Duisdorfer Str.,Alfter,Witterschlick,2572742,5617919
8768,72176,de:05366:72176,Selbachstr.,Euskirchen,Mitte,2555565,5612616
8770,55642,de:05382:55642,In der Holle,Sankt Augustin,Birlinghoven,2586566,5624057
8771,72179,de:05366:72179,Theodor-K?rner-Str.,Euskirchen,Mitte,2554947,5613191
8772,72180,de:05366:72180,Augenbroicher Str.,Euskirchen,Mitte,2555562,5613214
8773,72181,de:05366:72181,Schillerpark,Euskirchen,Mitte,2555378,5613373
8774,72182,de:05366:72182,Marienschule,Euskirchen,Mitte,2555116,5613708
8775,72183,de:05366:72183,Nahestr.,Euskirchen,Mitte,2555334,5613854
8776,72184,de:05366:72184,Gerberstr.,Euskirchen,Mitte,2555553,5613892
8777,72185,de:05366:72185,B?rgerhaus,Euskirchen,Mitte,2555750,5614000
8779,72187,de:05366:72187,D?rener Str.,Euskirchen,Mitte,2555021,5614309
8780,72188,de:05366:72188,Th?ringer Str.,Euskirchen,Mitte,2554667,5614609
8781,72189,de:05366:72189,Memelstr.,Euskirchen,Mitte,2554337,5615020
8782,72190,de:05366:72190,Eupener Str.,Euskirchen,Mitte,2554531,5615200
8783,72191,de:05366:72191,Malmedyer Str.,Euskirchen,Mitte,2555170,5614501
8784,72192,de:05366:72192,Bergerstr.,Euskirchen,Mitte,2555477,5614608
8785,72193,de:05366:72193,Sebastianusstr.,Euskirchen,Mitte,2555633,5614651
8786,72194,de:05366:72194,M?hlenstr.,Euskirchen,Mitte,2555793,5614555
8787,72195,de:05366:72195,Baumstr.,Euskirchen,Mitte,2555790,5614378
8788,72196,de:05366:72196,Spiegelstr.,Euskirchen,Mitte,2555896,5614318
8789,72197,de:05366:72197,P?tzbergring,Euskirchen,Mitte,2556782,5614366
8790,72149,de:05366:72149,Am Schwalbenberg,Euskirchen,Mitte,2556330,5614549
8791,72150,de:05366:72150,Jahnstr.,Euskirchen,Mitte,2556162,5614581
8792,72151,de:05366:72151,Im Kleinefeldchen,Euskirchen,Mitte,2556010,5614806
8793,72152,de:05366:72152,Peter-Simons-Str.,Euskirchen,Mitte,2555834,5615437
8794,58328,de:05382:58328,Gr?nenborn,Lohmar,Wahlscheid,2590242,5640637
8795,72154,de:05366:72154,R?ntgenstr.,Euskirchen,Mitte,2555229,5614904
8796,72155,de:05366:72155,Charleviller Platz,Euskirchen,Mitte,2555506,5614785
8797,72175,de:05366:72175,Veybachstr.,Euskirchen,Mitte,2555788,5613883
8798,72177,de:05366:72177,Thomas-E?er-Str.,Euskirchen,Mitte,2555976,5612770
8799,72178,de:05366:72178,Pappelallee,Euskirchen,Mitte,2554918,5613022
8800,71744,de:05366:71744,Wichtericher Weg,Weilerswist,Lommersum,2556072,5619687
8801,91380,de:05358:5039,Eggersheim,N?rvenich,N?rvenich,2544830,5627990
8802,91381,de:05358:5055,Irresheim,N?rvenich,N?rvenich,2543842,5628520
8803,91382,de:05358:5059,Hochkirchen,N?rvenich,N?rvenich,2544877,5629375
